ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,SubGroup,Words
417,Aleut,aleu1260,Aleut,ale,North America,52.1228,-174.29,Eskimo–Aleut,Aleut,11
606,Eastern Wichí,wich1263,Wichí Lhamtés Vejoz,wlv,South America,-24.2189,-61.9117,Matacoan,Wichí,11
612,Seychellois Creole,sese1246,Seselwa Creole French,crs,Africa,-4.62314,55.4503,French-based creole,,11
614,Cofán,cofa1242,Cofán,con,South America,0.276675,-77.0643,Cofán,,11
630,Khwarshi,khwa1239,,,,,,Northeast Caucasian,Tsezic,11
635,Kanuri,kanu1279,Kanuri-Kanembu,,,,,Saharan,Western Saharan,11
653,Colorado (Tsafiki),colo1256,Tsafiki,cof,South America,-0.21181,-79.2347,Barbacoan,Southern Barbacoan,11
909,Kawi (Old Javanese),kawi1241,Kawi,kaw,Papunesia,-7.0,111.0,Austronesian,Malayo-Polynesian,11
992,Rotuman,rotu1241,Rotuman,rtm,Papunesia,-12.5008,177.066,Austronesian,Malayo-Polynesian,11
1245,Koasati,koas1236,Koasati,cku,North America,30.4096,-92.709,Muskogean,Eastern Muskogean,11
1297,Masai,masa1300,Masai,mas,Africa,-3.1419,36.4573,Saharan,Eastern Sudanic,11
1308,Kombio,komb1272,Kombio,xbi,Papunesia,-3.48467,142.694,Torricelli,Urim,11
167,Karakalpak,kara1467,Kara-Kalpak,kaa,Eurasia,39.98005,63.32233,Altaic,Turkic,10
192,Tindi,tind1238,Tindi,tin,Eurasia,42.3316,45.9227,Northeast Caucasian,Avar–Andic,10
203,Tulu,tulu1258,Tulu,tcy,Eurasia,12.8114,75.2651,Dravidian,Southern Dravidian,10
240,Middle Persian (Pahlavi),pahl1241,Pahlavi,pal,Eurasia,30.06,52.7,Indo-European,Indo-Iranian,10
251,Ottoman Turkish,otto1234,Ottoman Turkish,ota,Eurasia,,,Altaic,Turkic,10
285,Paiwan,paiw1248,Paiwan,pwn,Papunesia,22.3271,120.806,Austronesian,Paiwan,10
295,Kashub,kash1274,Kashubian,csb,Eurasia,54.2996,18.6163,Indo-European,Slavic,10
320,Yaghnobi,yagn1238,Yagnobi,yai,Eurasia,39.1486,69.2422,Indo-European,Indo-Iranian,10
349,Hunzib,hunz1247,Hunzib,huz,Eurasia,42.0808,46.1369,Northeast Caucasian,Tsezic,10
363,Lushai,lush1249,Mizo,lus,Eurasia,22.6138,92.6247,Sino-Tibetan,Kuki-Chin-Mizo,10
409,Mwotlap,motl1237,Mwotlap,mlv,Papunesia,-13.655015,167.706277,Austronesian,Malayo-Polynesian,10
421,Greenlandic Inuit,gree1280,Greenlandic Inuit,,,,,Eskimo–Aleut,Eskimo,10
525,Seri,seri1257,Seri,sei,North America,28.9877,-112.384,Hokan,Seri,10
569,Kichwa,colo1257,Colombia-Ecuador Quechua,,,,,Quechuan,Quechua II,10
576,Buginese,bugi1244,Buginese,bug,Papunesia,-4.47,119.977,Austronesian,Malayo-Polynesian,10
602,Nepali,nepa1254,Nepali,npi,Eurasia,28.0,85.0,Indo-European,Indo-Iranian,10
690,Akhvakh,akhv1239,Northern Akhvakh,akv,Eurasia,42.4003,46.3037,Northeast Caucasian,Avar–Andic,10
702,Tai Nuea (Dehong),tain1252,Tai Nüa,tdd,Eurasia,21.7837,99.722,Kra–Dai,Tai,10
738,Yuwana (Hodï),yuwa1244,Hoti,yau,South America,5.63879,-65.4267,Yuwana (Hodï),,10
792,Kali'na (Carib),gali1262,Galibi Carib,car,South America,5.83772,-56.8323,Cariban,Guianan Carib,10
826,Gondi,nort3258,Northwest Gondi,gon,Eurasia,,,Dravidian,South-Central Dravidian,10
914,Bikol,biko1240,Bikol,,,,,Austronesian,Malayo-Polynesian,10
1080,Makassarese,maka1311,Makasar,mak,Papunesia,-5.65551,119.838,Austronesian,Malayo-Polynesian,10
1254,Livonian,livv1244,Liv,liv,Eurasia,57.566,22.0262,Uralic,Finno-Ugric,10
1264,Mojave,moha1256,Mohave,mov,North America,34.8866,-114.599,Yuman,,10
1448,Pela (Bolo),pela1242,Pela,bxd,Eurasia,24.2142,97.9183,Sino-Tibetan,Tibeto-Burman,10
3,Mikir,karb1241,Hills Karbi,mjw,Eurasia,25.7317,93.0462,Sino-Tibetan,Kuki-Chin–Naga,9
10,Middle High German,stan1295,German,deu,Eurasia,48.649,12.4676,Indo-European,Germanic,9
46,Tok Pisin,tokp1240,Tok Pisin,tpi,Papunesia,-9.41971,147.303,English-based creole,,9
64,Kapampangan,pamp1243,Pampanga,pam,Papunesia,14.9603,120.502,Austronesian,Malayo-Polynesian,9
94,Old Sweden,,,,,,,Indo-European,Germanic,9
107,Byzantine Greek,medi1251,Medieval Greek,,Eurasia,41.013889,28.955556,Indo-European,Greek,9
120,Kalmyk,kalm1243,Oirad-Kalmyk-Darkhat,xal,Eurasia,46.566667,45.316667,Altaic,Mongolic,9
188,Nenets,nene1249,Tundra Nenets,yrk,Eurasia,66.1775,71.0234,Uralic,Samoyedic,9
206,Pitjantjatjara,pitj1243,Pitjantjatjara,pjt,Australia,-26.9704,131.357,Pama–Nyungan,Wati,9
266,Dari,dari1249,Dari,prs,Eurasia,31.0405,67.3593,Indo-European,Indo-Iranian,9
316,Choctaw,choc1276,Choctaw,cho,North America,32.25,-88.5,Muskogean,Western Muskogean,9
322,Classical Persian,midd1352,Middle-Modern Persian,,,,,Indo-European,Indo-Iranian,9
341,Yiddish,yidd1255,,,,,,Indo-European,Germanic,9
497,Chʼol,chol1282,Chol,ctu,North America,17.4897,-92.4698,Mayan,Cholan–Tzeltalan,9
509,Ventureño,vent1242,Ventureño,veo,North America,34.1761,-119.035,Chumashan,Southern Chumashan,9
545,Fijian,fiji1243,Fijian,fij,Papunesia,-18.0,178.33,Austronesian,Malayo-Polynesian,9
640,Rennellese,renn1242,Rennell-Bellona,mnv,Papunesia,-11.6237,160.265,Austronesian,Malayo-Polynesian,9
825,"Malto (Sauria Paharia, references do not distinguish from Kumarbhag Paharia)",saur1249,Sauria Paharia,mjt,Eurasia,24.8124,87.6432,Dravidian,Northern Dravidian,9
839,Ngadha,ngad1261,Ngad'a,nxg,Papunesia,-8.79508,120.976,Austronesian,Malayo-Polynesian,9
906,Iban,iban1264,Iban,iba,Papunesia,2.09041,112.934,Austronesian,Malayo-Polynesian,9
1129,Tunebo (Uwa),tune1260,Tunebo,,,,,Chibchan,Chibcha–Tunebo,9
1283,Sursurunga,surs1246,Sursurunga,sgz,Papunesia,-3.99078,152.768,Austronesian,Malayo-Polynesian,9
1298,Dinka,dink1262,Dinka,din,Africa,,,Saharan,Eastern Sudanic,9
1304,Fataluku,fata1247,Fataluku,ddg,Papunesia,-8.49464,127.08,Trans–New Guinea,Timor–Alor–Pantar,9
1311,Ambulas (Abelam),ambu1247,Ambulas,abt,Papunesia,-3.7801,143.059,Sepik,Middle Sepik,9
1339,Ute,utee1244,Ute,,North America,38.0,-109.0,Uto-Aztecan,Numic,9
1441,Igbo,nucl1417,Igbo,ibo,Africa,4.62705,7.23441,Niger–Congo,Atlantic–Congo,9
1444,Narak,nara1264,Narak,nac,Papunesia,-5.5591,144.754,Trans–New Guinea,Chimbu–Wahgi,9
1531,Urdu,urdu1245,Urdu,urd,Eurasia,25.0,67.0,Indo-European,Indo-Iranian,9
27,Kilivila,kili1267,Kilivila,kij,Papunesia,-8.72574,151.072,Austronesian,Malayo-Polynesian,8
29,Wolane,wola1253,Wolane,wle,Africa,8.23,38.14,Afro-Asiatic,Ethiosemitic,8
34,Thao,thao1240,Thao,ssf,Papunesia,23.8333,120.93,Austronesian,Western Plains Formosan,8
72,Ilokano,ilok1237,Iloko,ilo,Papunesia,15.9361,120.993,Austronesian,Malayo-Polynesian,8
88,Pangasinan,pang1290,Pangasinan,pag,Papunesia,15.9377,120.365,Austronesian,Malayo-Polynesian,8
98,Amis,amis1246,Amis,ami,Papunesia,23.0917,121.348,Austronesian,East Formosan,8
170,Kabardian,kaba1278,Kabardian,kbd,Eurasia,43.5082,43.3918,Northwest Caucasian,Circassian,8
193,Kryts,kryt1240,Kryz,kry,Eurasia,41.1811,48.1846,Northeast Caucasian,Lezgic,8
205,Kâte,kate1253,Kâte,kmg,Papunesia,-6.4795,147.757,Trans–New Guinea,Finisterre–Huon,8
225,Oyrot,sout2694,Southern Altai,alt,Eurasia,50.1347,86.8705,Altaic,Turkic,8
259,Jibbali,sheh1240,Jibbali,shv,Eurasia,17.29154,53.99526,Afro-Asiatic,West Semitic,8
321,Tsez,dido1241,Tsez,ddo,Eurasia,42.2646,45.8096,Northeast Caucasian,Tsezic,8
403,Yidiñ,yidi1250,Yidiñ,yii,Australia,-17.1332,145.876,Pama–Nyungan,Yidiñ,8
436,Warlpiri,warl1254,Warlpiri,wbp,Australia,-20.1008,131.05,Pama–Nyungan,Ngumpin–Yapa,8
440,Ngarluma,ngar1287,Ngarluma,nrl,Australia,-20.9235,117.203,Pama–Nyungan,Ngayarda,8
460,West Kewa,west2599,West Kewa,kew,Papunesia,-6.32097,143.73,Trans–New Guinea,Engan,8
477,Kyaka,kyak1244,Kyaka,kyc,Papunesia,-5.52462,144.119,Engan,North Engan,8
551,Grass Koiarj,gras1249,Grass Koiari,kbk,Papunesia,-9.51218,147.437,Trans–New Guinea,Koiarian,8
571,Koreguaje,kore1283,Koreguaje,coe,South America,0.92316,-75.3475,Tucanoan,Koreguaje,8
591,Kuvi,kuvi1243,Kuvi,kxv,Eurasia,18.8832,83.7552,Dravidian,South-Central Dravidian,8
597,Saramaccan,sara1340,Saramaccan,srm,South America,4.54729,-54.0238,English–Portuguese-based creole,,8
615,Andi,andi1255,Andi,ani,Eurasia,42.8078,46.2919,Northeast Caucasian,Avar–Andic,8
636,Oroqen,oroq1238,Oroqen,orh,Eurasia,50.6319,125.017,Altaic,Manchu-Tungusic,8
641,Nuguria,nuku1259,Nukuria,nur,Papunesia,-3.40038,154.731,Austronesian,Malayo-Polynesian,8
642,Takuu,taku1257,Takuu,nho,Papunesia,-4.773094,157.032085,Austronesian,Malayo-Polynesian,8
692,Budukh,budu1248,Budukh,bdk,Eurasia,41.2272,48.3353,Northeast Caucasian,Lezgic,8
703,Tai Lue,luuu1242,Lü,khb,Eurasia,21.0321,101.282,Kra–Dai,Tai,8
757,Northern Sami,nort2671,North Saami,sme,Eurasia,68.725,22.1113,Uralic,Sami,8
822,Dolgan,dolg1241,Dolgan,dlg,Eurasia,71.10828,94.29358,Altaic,Turkic,8
851,Tuamotu,tuam1242,Tuamotuan,pmt,Papunesia,-16.17259,-146.321755,Austronesian,Malayo-Polynesian,8
857,Mangareva,mang1401,Mangareva,mrv,Papunesia,-23.1095,-134.97,Austronesian,Malayo-Polynesian,8
877,Soninke,soni1259,Soninke,snk,Africa,13.1273,-11.7178,Mande,Western Mande,8
895,Manx,manx1243,Manx,glv,Eurasia,54.2604,-4.45437,Indo-European,Celtic,8
901,Parji,parj1243,Parji-Ollari-Gadaba,,,,,Dravidian,Central Dravidian,8
919,Bontok,bont1247,Bontok,bnc,Papunesia,17.09386,121.02662,Austronesian,Malayo-Polynesian,8
924,Kayan (of Borneo),kaya1323,,,,,,Austronesian,Malayo-Polynesian,8
926,Sundanese,sund1251,,,,,,Austronesian,Malayo-Polynesian,8
929,Pamona (Bare’e),pamo1252,Pamona,pmf,Papunesia,-1.62663,121.268,Austronesian,Malayo-Polynesian,8
937,Manggarai,mang1405,Manggarai,mqy,Papunesia,-8.55748,120.329,Austronesian,Malayo-Polynesian,8
951,Classical Nahuatl,,,,,,,Uto-Aztecan,Nahuan,8
1030,Old Georgian,oldg1234,Old Georgian,oge,Eurasia,41.604313,43.06151,Kartvelian,Karto-Zan,8
1145,Gamo,gamo1243,Gamo,gmv,Africa,6.27645,37.23808,Omotic,Ometo,8
1190,Mingrelian,ming1252,Mingrelian,xmf,Eurasia,42.5129,41.8719,Kartvelian,Karto-Zan,8
1230,Low German,lowg1239,Low German,,,,,Indo-European,Germanic,8
1238,Iron Ossetian,iron1242,Iron Ossetian,oss,Eurasia,42.98,44.61,Indo-European,Indo-Iranian,8
1263,Cheyenne,chey1247,Cheyenne,chy,North America,45.5321,-106.659,Algonquian,,8
1265,North Frisian,nort2626,Northern Frisian,frr,Eurasia,54.6409,8.58489,Indo-European,Germanic,8
1292,Tommo So,tomm1242,Tommo So Dogon,dto,Africa,14.756,-3.28,Niger–Congo,Dogon,8
1309,Bariai,bari1286,Bariai,bch,Papunesia,-5.5087,148.666,Austronesian,Malayo-Polynesian,8
1316,Gamilaraay,gami1243,Yuwaalaraay-Gamilaraay,kld,Australia,-29.9037,149.543,Pama–Nyungan,Wiradhuric,8
1389,Pali,pali1273,Pali,pli,Eurasia,24.5271,82.251,Indo-European,Indo-Iranian,8
1439,Western Abenaki,west2630,Western Abenaki,abe,North America,46.1381,-72.6511,Algic,Algonquian,8
1559,Arabela,arab1268,Arabela,arl,South America,-1.96126,-75.0612,Zaparoan,Arabela–Andoa,8
19,Maya,maya1287,Mayan,,,,,Mayan,???,7
121,Old Uighur,oldu1238,Old Turkic,oui,Eurasia,42.852778,89.529167,Altaic,Turkic,7
123,Chagatai,chag1247,Chagatai,chg,Eurasia,38.21146,57.88758,Altaic,Turkic,7
217,Gugu-yimidjir,gugu1255,Guugu Yimidhirr,kky,Australia,-14.9424,144.831,Pama–Nyungan,Paman,7
221,Tsakhur,tsak1249,Tsakhur,tkr,Eurasia,41.5916,46.8858,Northeast Caucasian,Lezgic,7
250,Negidal,negi1245,Negidal,neg,Eurasia,52.96584,139.20575,Altaic,Manchu-Tungusic,7
374,Haddiya,hadi1240,Hadiyya,hdy,Africa,7.57377,37.7577,Afro-Asiatic,Cushitic,7
383,Orok,orok1265,Orok,oaa,Eurasia,49.36393,143.12819,Altaic,Manchu-Tungusic,7
419,Dan,dann1241,Dan,daf,Africa,7.22812,-8.24535,Mande,Eastern Mande,7
496,Yao (Iu Mien),iumi1238,Iu Mien,ium,Eurasia,20.83,101.17,Hmong–Mien,Mienic,7
621,Juhuri (Judeo-Tat),jude1256,Judeo-Tat,jdt,Eurasia,42.068306,48.264749,Indo-European,Indo-Iranian,7
623,Mapudungun,mapu1245,Mapudungun,arn,South America,-38.7392,-71.277,Araucanian,Mapudungun,7
643,Tikopia,tiko1237,Tikopia,tkp,Papunesia,-12.2766,168.822,Austronesian,Malayo-Polynesian,7
648,Sirionó,siri1279,Sirionoid,,,,,Tupian,Tupi–Guarani,7
661,Karok,karo1304,Karuk,kyh,North America,41.8228,-123.315,Hokan,Karok,7
662,Waorani,waor1240,Waorani,auc,South America,-1.12312,-76.683,Waorani,,7
759,Inari Sami,inar1241,Inari Saami,smn,Eurasia,69.4229,27.8658,Uralic,Sami,7
833,Luobohe Miao,luop1235,Luopohe Hmong,hml,Eurasia,26.8183,107.158,Hmong–Mien,Hmongic,7
853,Cook Islands Maori (Rarotongan),raro1241,Southern Cook Island Maori,rar,Papunesia,-21.23,-159.78,Austronesian,Malayo-Polynesian,7
855,Nukuoro,nuku1260,Nukuoro,nkr,Papunesia,3.84,154.975,Austronesian,Malayo-Polynesian,7
902,Kolami,kola1242,Kolami-Naiki,,,,,Dravidian,Central Dravidian,7
918,Kankanaey,kank1245,Kankanay,,,,,Austronesian,Malayo-Polynesian,7
920,Itbayaten,itba1237,,,,,,Austronesian,Malayo-Polynesian,7
928,Sangir,nort2871,Sangil-Sangir,,,,,Austronesian,Malayo-Polynesian,7
954,Arosi,aros1241,Arosi,aia,Papunesia,-10.2441,161.432,Austronesian,Malayo-Polynesian,7
956,Pazeh,kulo1237,Pazeh-Kahabu,pzh,Papunesia,23.7562,120.976,Austronesian,Northwest Formosan,7
996,Northern Haida,haid1248,Haida,hai,North America,,,Haida,,7
1092,Ludic Karelian,ludi1246,Ludian,lud,Eurasia,61.853,33.7346,Uralic,Finno-Ugric,7
1151,Gela (Nggela),gela1263,Gela,nlg,Papunesia,-9.04587,160.186,Austronesian,Malayo-Polynesian,7
1186,Sinhalese,sinh1246,Sinhala,sin,Eurasia,8.0,81.0,Indo-European,Indo-Iranian,7
1221,Hakka Chinese,hakk1236,Hakka Chinese,hak,Eurasia,25.0,116.0,Sino-Tibetan,Sinitic,7
1239,Digor Ossetian,digo1242,Digor Ossetian,,Eurasia,43.158056,44.156944,Indo-European,Indo-Iranian,7
1277,Yedina (Buduma),budu1265,Buduma,bdm,Africa,13.0692,14.4492,Afro-Asiatic,Chadic,7
1305,Bamu,bamu1257,Bamu,bcf,Papunesia,-7.93818,143.545,Kiwaian,Bamu,7
1334,Francisco León Zoque,fran1266,Northern Chiapas Zoque,zos,North America,17.3654,-93.3633,Mixe–Zoque,Zoquean,7
1341,Shuar,shua1257,Shuar,jiv,South America,-3.45136,-78.1892,Chicham,Shuar,7
1355,North Alaskan Inuit (Iñupiaq),inup1234,Alaskan Inupiaq,ipk,North America,68.3217,-133.532,Eskimo–Aleut,Eskimo,7
1442,Kinyarwanda,kiny1244,Kinyarwanda,kin,Africa,-1.56771,29.6441,Niger–Congo,Benue–Congo,7
1452,Võro,,,,,,,Uralic,Finno-Ugric,7
1530,Standard Zhuang,,,,,,,Kra-Dai,Tai,7
1549,Asturian,astu1245,Asturian-Leonese-Cantabrian,ast,Eurasia,42.4181,-6.02227,Indo-European,Romance,7
11,Kott,kott1239,Kott-Assan,zko,Eurasia,55.0,94.0,Yeniseian,Southern Yeniseian,6
32,Djabugay,dyaa1242,Dyaabugay,dyy,Australia,-16.596,145.388,Pama–Nyungan,Paman,6
102,Buru,buru1303,Buru (Indonesia),mhs,Papunesia,-3.43957,126.632,Austronesian,Malayo-Polynesian,6
241,Polabian,pola1255,Polabian,pox,Eurasia,52.0,14.0,Indo-European,Slavic,6
271,Khaling,khal1275,Khaling,klr,Eurasia,27.3912,87.5053,Sino-Tibetan,Kiranti,6
273,Palauan,pala1344,Palauan,pau,Papunesia,7.34138,134.476678,Austronesian,Malayo-Polynesian,6
306,Motu,motu1246,Motu,meu,Papunesia,-9.67492,147.424,Austronesian,Malayo-Polynesian,6
313,Beja,beja1238,Beja,bej,Africa,17.2436,36.6666,Afro-Asiatic,Cushitic,6
398,Bamana,bamb1269,Bambara,bam,Africa,12.9,-7.65,Mande,Western Mande,6
519,Cocopa,coco1261,Cocopa,coc,North America,32.376,-114.848,Yuman,Delta–Californian,6
528,Winnebago,hoch1243,Ho-Chunk,win,North America,43.5,-88.5,Siouan,Western Siouan,6
542,Cornish,corn1251,Cornish,cor,Eurasia,50.5233,-4.18619,Indo-European,Celtic,6
573,Alutor,alut1245,Alutor,alr,Eurasia,60.3844,165.653,Chukotko-Kamchatkan,Chukotkan,6
592,Hani,hani1248,Hani,hni,Eurasia,22.67753,102.851673333,Sino-Tibetan,Lolo–Burmese,6
604,Tuyuca,tuyu1244,Tuyuca,tue,South America,0.39441,-70.043515,Tucanoan,Eastern Tucanoan,6
609,Mlabri,mlab1235,Mlabri,mra,Eurasia,18.5533,101.163,Austroasiatic,Khmuic,6
610,Panare,enap1235,Panare,pbh,South America,6.95035,-65.8483,Cariban,Venezuelan Carib,6
632,Bolyu (Paliu),boly1239,Bolyu,ply,Eurasia,24.7013,104.955,Austroasiatic,Pakanic,6
644,Tuvaluan,tuva1244,Tuvalu,tvl,Papunesia,-8.520813,179.198088,Austronesian,Malayo-Polynesian,6
647,Puinave,puin1248,Puinave,pui,South America,3.92974,-67.6886,Puinave,,6
649,Zhuang-Longzhou (Central Tai),deba1238,Debao-Jingxi-Nung,,,,,Kra–Dai,Tai,6
665,Cia-Cia (Butonese),ciac1237,Cia-Cia,cia,Papunesia,-5.68289,122.791,Austronesian,Malayo-Polynesian,6
686,Embera,embe1258,Embera,,,,,Chocoan,Embera,6
688,Central Siberian Yupik,cent2128,Central Siberian Yupik,ess,Eurasia,63.4308,-170.272,Eskimo–Aleut,Eskimo,6
699,Ese Ejja,esee1248,Ese Ejja,ese,South America,-11.7268,-67.515,Tacanan,Ese Ejja,6
742,Yaminahua,yami1255,Yaminawa Complex,,,,,Pano–Tacanan,Panoan,6
786,Sanapaná,sana1298,Sanapaná,spn,South America,-22.49,-58.38,Mascoian,Sanapaná,6
900,Corsican,cors1241,Corsican,cos,Eurasia,41.7,9.25537,Indo-European,Romance,6
903,Gadaba (Kondekor- Mudhili),mudh1235,Mudhili Gadaba,gau,Eurasia,18.276,83.378,Dravidian,Central Dravidian,6
916,Casiguran Dumagat,casi1235,Casiguran-Nagtipunan Agta,dgc,Papunesia,16.2176,121.878,Austronesian,Malayo-Polynesian,6
921,Isneg (Isnag),isna1241,Isnag,isd,Papunesia,18.2139,121.16,Austronesian,Malayo-Polynesian,6
934,Karo Batak,bata1293,Batak Karo,btx,Papunesia,2.12787,98.2517,Austronesian,Malayo-Polynesian,6
941,Rembong,remb1250,Rembong-Wangka,reb,Papunesia,-8.53361,120.973,Austronesian,Malayo-Polynesian,6
973,Mongondow,mong1342,Mongondow,mog,Papunesia,0.64616,124.114,Austronesian,Malayo-Polynesian,6
976,Yaqay,yaqa1246,Yaqay,jaq,Papunesia,-6.66632,139.249,Trans–New Guinea,Fly River (Anim),6
1063,Jèrriais (Jersey Norman French),jerr1238,Jerriais,nrf,Eurasia,49.2123,-2.1325,Indo-European,Romance,6
1110,Tucano,tuca1252,Tucano,tuo,South America,0.579755,-69.5763,Tucanoan,Eastern Tucanoan,6
1137,Abui,abui1241,Abui,abz,Papunesia,-8.31058,124.588,Trans–New Guinea,Timor–Alor–Pantar,6
1197,Wanman (Warnman),wanm1242,Wanman,wbt,Australia,-22.7078,122.325,Pama–Nyungan,Wati,6
1251,Western Armenian,homs1234,Western Armenian,hyw,Eurasia,40.1897,44.4839,Indo-European,Armenian,6
1276,Sura (Mwaghavul),mwag1236,Mwaghavul,sur,Africa,9.47205,8.96522,Afro-Asiatic,Chadic,6
1278,Manipuri (Meitei),mani1292,Manipuri,mni,Eurasia,24.4409,93.3426,Sino-Tibetan,Tibeto-Burman,6
1289,Doyayo,doya1240,Doyayo,dow,Africa,8.68604,13.0768,Niger–Congo,Atlantic–Congo,6
1293,Koromfe,koro1298,Koromfé,kfz,Africa,14.046,-1.96187,Niger–Congo,Gur,6
1295,So (Uganda),sooo1256,Soo,teu,Africa,2.58367,34.7595,Saharan,Kuliak,6
1319,Western Desert language (Wati),wati1241,Wati,,,,,Pama–Nyungan,Wati,6
1331,Coatlan Mixe,coat1239,Coatlín Mixe,,North America,,,Mixe–Zoque,Mixean,6
1348,Cabécar,cabe1245,Cabécar,cjp,North America,9.67031,-83.4102,Chibchan,Core-Chibchan,6
1437,Crow,crow1244,Crow,cro,North America,45.368,-107.874,Siouan,Western Siouan,6
1449,Chinook Jargon,chin1272,Creolized Grand Ronde Chinook Jargon,chn,North America,55.0,-125.0,Chinookan-based creol,,6
1451,Ingrian,ingr1248,Ingrian,izh,Eurasia,59.47403,29.71145,Uralic,Finno-Ugric,6
1522,Sranan Tongo,sran1240,Sranan Tongo,srn,South America,5.83,-55.33,English-based creole,,6
1567,Ik (Icetot),ikkk1242,Ik,ikx,Africa,3.61407,34.2507,Nilo-Saharan,Kuliak,6
1640,Khoekhoe,khoe1242,Khoekhoe,,,,,Khoe-Kwadi,Khoisan,6
17,Chirag Dargwa,chir1284,Chirag,,Eurasia,41.869481,47.41111,Northeast Caucasian,Dargin,5
22,Mandaic,nucl1706,Neo-Mandaic,mid,Eurasia,31.3443,48.8128,Afro-Asiatic,Central Semitic,5
55,Sogdian,sogd1245,Sogdian,sog,Eurasia,39.7,66.983,Indo-European,Indo-Iranian,5
79,Lushei (Mizo),lush1249,Mizo,lus,Eurasia,22.6138,92.6247,Sino-Tibetan,Kuki-Chin-Mizo,5
89,Maltese,malt1254,Maltese,mlt,Eurasia,35.8884,14.4508,Afro-Asiatic,West Semitic,5
132,Old Prussian,prus1238,Old Prussian,prg,Eurasia,52.394,14.757,Indo-European,Baltic,5
265,Yazghulami,yazg1240,Yazgulyam,yah,Eurasia,38.2801,71.565,Indo-European,Indo-Iranian,5
289,Ulchi,ulch1241,Ulch,ulc,Eurasia,51.85209,140.29045,Altaic,Manchu-Tungusic,5
309,Balochi,east2304,Eastern Balochi,bgp,Eurasia,28.0,62.0,Indo-European,Indo-Iranian,5
318,Wik-Mungkan,wikm1247,Wik-Mungkan,wim,Australia,-13.98051,141.81611,Pama–Nyungan,Paman,5
394,Ingria Finnish,sout1743,Southeastern Finnish,,Eurasia,,,Uralic,Finno-Ugric,5
410,Djinang,djin1253,Djinang,dji,Australia,-12.462,134.82,Pama–Nyungan,Yolngu Matha,5
412,Northern Sotho,nort3233,Northern Sotho,,,,,Atlantic–Congo,Benue–Congo,5
437,Wubuy (Nunggubuyu),nung1290,Wubuy,nuy,Australia,-14.2623,135.753,Macro-Gunwinyguan,East Arnhem,5
508,Barbareño,barb1263,Barbareño,boi,North America,34.462,-119.699,Chumashan,Southern Chumashan,5
526,Highland Oaxaca Chontal,high1242,Highland Oaxaca Chontal,chd,North America,16.1849,-95.7301,Hokan,Tequistlatecan,5
570,Central Bolivian Quechua,sout2991,South Bolivian Quechua,quh,South America,-20.9201,-66.3331,Quechuan,Quechua II,5
613,Angami,anga1288,Angami Naga,njm,Eurasia,25.6841,93.8668,Sino-Tibetan,Angami–Pochuri,5
619,Chácobo,chac1251,Chácobo,cao,South America,-12.133,-66.7164,Panoan,Mainline Panoan,5
627,Nung (Tai),nung1283,Nung (Viet Nam),nut,Eurasia,20.8965,104.286,Kra–Dai,Tai,5
652,Phong,phon1246,Phong-Kniang,pnx,Eurasia,19.9622,104.088,Austroasiatic,Vietic,5
655,Mbunga,mbun1248,Mbunga,mgy,Africa,-8.19661,36.5362,Atlantic–Congo,Benue–Congo,5
663,Ayoreo,ayor1240,Ayoreo,ayo,South America,-19.220055,-60.217495,Zamucoan,Ayoreo,5
678,Sui,suii1243,Sui,swi,Eurasia,24.0488,106.563,Kra–Dai,Kam–Sui,5
689,Itonama,iton1250,Itonama,ito,South America,-12.80431,-64.35748,Itonama,,5
695,Iraqw,iraq1241,Iraqw,irk,Africa,-4.19948,35.2939,Afro-Asiatic,Cushitic,5
696,Paez,paez1247,Páez,pbb,South America,2.61516,-76.31254,Paez,,5
705,Hlai (Baoting),nucl1241,Nuclear Hlaic,,,,,Kra–Dai,Hlai,5
739,Yagua,yagu1244,Yagua,yad,South America,-3.42913,-72.2186,Peba–Yaguan,Yagua,5
741,Catuquina (Kanamarí),kana1291,Katukína-Kanamarí,knm,South America,-6.45399,-68.7678,Harákmbut–Katukinan,Katukinian,5
750,Ninam,nina1238,Ninam,shb,South America,4.03894,-62.7801,Yanomaman,Ninam,5
795,Alorese,alor1247,Alorese,aol,Papunesia,-8.20382,124.264,Austronesian,Malayo-Polynesian,5
818,Votic,voti1245,Votic,vot,Eurasia,59.3802,28.6235,Uralic,Finno-Ugric,5
837,Scots,scot1243,Scots,sco,Eurasia,55.886945,-3.710133,Indo-European,Germanic,5
868,Nyangumarta,nyan1303,Nyanga-li,nyc,Africa,2.97634,29.1805,Pama–Nyungan,Marrngu,5
872,Mandinka,mand1436,Mandinka,mnk,Africa,12.8165233333,-15.6539466667,Mande,Western Mande,5
908,Kambera,kamb1299,Kambera,xbr,Papunesia,-9.88447,120.235,Austronesian,Malayo-Polynesian,5
915,Ibaloy,ibal1244,Ibaloi,ibl,Papunesia,16.4263,120.695,Austronesian,Malayo-Polynesian,5
917,Ifugaw,ifug1247,Ifugaw,,,,,Austronesian,Malayo-Polynesian,5
922,Yami,yami1254,Yami,tao,Papunesia,22.055,121.544,Austronesian,Malayo-Polynesian,5
935,Puyuma,puyu1239,Puyuma,pyu,Papunesia,22.643,120.996,Austronesian,Puyuma,5
